subscriber_id,customer_id,dealer_code,plan_code,join_date,churn_date
S-63224,C-18883,DLR-05,PLN-S200,05/15/2025,
S-63225,C-18884,DLR-04,PLN-B40,05/29/2024,07/12/2025
S-63226,C-18884,DLR-10,PLN-YTH,04/24/2025,
S-63227,C-18885,DLR-09,PLN-T10,06/30/2025,
S-63228,C-18886,DLR-08,PLN-UMAX,07/24/2024,01/02/2025
S-63229,C-18887,DLR-01,PLN-YTH,07/19/2021,11/17/2021
S-63230,C-18887,DLR-09,PLN-B60,12/03/2022,
S-63231,C-18887,dlr-03,PLN-T10,02/20/2022,06/09/2025
S-63232,C-18888,DLR-05,PLN-S300,12/30/2024,
S-63233,C-18889,DLR-09,PLN-S100,03/14/2025,
S-63234,C-18890,DLR-02,PLN-S200,12/31/2025,
S-63235,C-18891,DLR-01,PLN-T01,05/30/2025,
S-63236,C-18892,dlr-03,PLN-B40,02/16/2023,03/07/2024
S-63237,C-18893,DLR-10,PLN-S300,12/05/2022,
S-63238,C-18893,DLR-02,PLN-U69,03/14/2023,03/22/2025
S-63239,C-18894,DLR-09,PLN-U69,09/11/2021,04/02/2023
S-63240,C-18895,DLR-10,PLN-S200,11/08/2025,
S-63241,C-18896,DLR-08 ,PLN-UMAX,08/20/2024,04/27/2025
S-63242,C-18897,DLR-04,PLN-UMAX,06/20/2024,12/20/2025
S-63243,C-18898,DLR-07,PLN-YTH,03/26/2021,
S-63244,C-18899,DLR-01,PLN-FAM,05/02/2025,06/16/2025
S-63245,C-18900,DLR-04,PLN-UMAX,02/06/2023,10/29/2025
S-63246,C-18900,DLR-08,PLN-S300,09/21/2023,11/12/2023
S-63247,C-18901,DLR-06,PLN-S300,04/25/2025,
S-63248,C-18901,DLR-06,PLN-U69,12/29/2025,
S-63249,C-18901,DLR-09,PLN-S200,06/13/2025,
S-63250,C-18902,DLR-06,PLN-S200,11/24/2022,11/15/2023
S-63251,C-18903,DLR-08,PLN-SNR,12/14/2022,
S-63252,C-18904,DLR-09,PLN-FAM,06/26/2024,
S-63253,C-18905,DLR-09,PLN-FAM,07/01/2021,09/14/2022
S-63254,C-18906,DLR-09,PLN-S200,08/09/2022,04/17/2023
S-63255,C-18906,DLR-6,PLN-T05,06/19/2023,03/02/2024
S-63256,C-18906,DLR-01,PLN-YTH,12/17/2022,
S-63257,C-18906,DLR-05,PLN-T10,09/19/2023,
S-63258,C-18907,DLR-01,PLN-T18,11/06/2021,09/16/2024
S-63259,C-18907,DLR-01,PLN-YTH,05/26/2023,01/26/2024
S-63260,C-18908,DLR-03,PLN-UMAX,02/26/2025,07/30/2025
S-63261,C-18909,DLR-09,PLN-S200,07/14/2021,11/07/2021
S-63262,C-18910,DLR-07,PLN-UMAX,04/05/2023,
S-63263,C-18911,DLR-03,PLN-B40,01/28/2023,06/28/2023
S-63264,C-18912,DLR-03,PLN-T03,08/23/2025,
S-63265,C-18913,DLR-01,PLN-U69,02/15/2023,
S-63266,C-18913,DLR-06,PLN-UMAX,03/15/2024,
S-63267,C-18913,DLR-10,PLN-S100,01/27/2024,
S-63268,C-18913,DLR-09,PLN-T13,12/30/2023,
S-63269,C-18914,DLR-6,PLN-SNR,03/09/2023,
S-63270,C-18915,DLR-03,PLN-UMAX,03/28/2025,09/13/2025
S-63271,C-18916,DLR-06,PLN-T02,12/05/2023,
S-63272,C-18917,DLR-03,PLN-SNR,10/18/2022,10/17/2023
S-63273,C-18918,DLR-10,PLN-U69,02/09/2025,
S-63274,C-18919,DLR-05,PLN-B40,03/24/2024,03/06/2025
S-63275,C-18920,DLR-06,PLN-YTH,07/11/2024,
S-63276,C-18921,DLR-02 ,PLN-YTH,12/15/2025,
S-63277,C-18922,DLR-04,PLN-S200,06/21/2025,
S-63278,C-18923,DLR-02,PLN-S100,05/10/2022,07/10/2022
S-63279,C-18924,DLR-09,PLN-B60,09/25/2025,
S-63280,C-18925,DLR-04,PLN-S100,05/12/2024,
S-63281,C-18926,DLR-04,PLN-S100,05/14/2023,
S-63282,C-18927,DLR-09,PLN-S100,01/03/2022,
S-63283,C-18927,dlr-09,PLN-B60,10/16/2022,01/26/2023
S-63284,C-18927,DLR-09,PLN-UMAX,08/20/2022,
S-63285,C-18928,DLR-05,PLN-T22,07/20/2022,03/16/2025
S-63286,C-18929,DLR-01,PLN-S200,07/27/2025,
S-63287,C-18930,DLR-08,PLN-S200,04/23/2022,06/10/2023
S-63288,C-18931,DLR-08,PLN-B40,01/08/2023,09/16/2024
S-63289,C-18932,DLR-07,PLN-T06,10/16/2024,
S-63290,C-18933,DLR-02,PLN-UMAX,10/26/2023,
S-63291,C-18933,DLR-10,PLN-FAM,12/16/2023,
S-63292,C-18934,DLR-09,PLN-S100,12/27/2024,
S-63293,C-18935,dlr-03,PLN-S100,05/28/2025,11/08/2025
S-63294,C-18936,DLR-09,PLN-S300,09/13/2024,
S-63295,C-18936,DLR-01 ,PLN-S100,12/23/2025,
S-63296,C-18936,dlr-03,PLN-T19,10/25/2024,
S-63297,C-18937,DLR-03,PLN-B40,09/06/2025,
S-63298,C-18938,DLR-6,PLN-T04,07/31/2023,
S-63299,C-18938,DLR-06 ,PLN-S100,12/02/2023,
S-63300,C-18939,DLR-06,PLN-SNR,09/08/2023,
S-63301,C-18939,DLR-10,PLN-UMAX,06/14/2024,09/06/2024
S-63302,C-18939,DLR-03,PLN-S200,02/16/2025,11/12/2025
S-63303,C-18940,DLR-01,PLN-B60,07/01/2022,10/05/2022
S-63304,C-18940,DLR-09,PLN-T08,09/10/2023,
S-63305,C-18940,DLR-01,PLN-SNR,09/08/2023,
S-63306,C-18940,DLR-03,PLN-B60,10/14/2023,
S-63307,C-18941,DLR-06 ,PLN-T14,07/07/2024,11/28/2024
S-63308,C-18942,DLR-04,PLN-UMAX,04/23/2023,
S-63309,C-18943,DLR-01,PLN-T16,07/07/2021,
S-63310,C-18943,DLR-09 ,PLN-T12,01/04/2023,12/29/2023
S-63311,C-18944,DLR-01 ,PLN-SNR,09/13/2024,01/27/2025
S-63312,C-18944,DLR-01,PLN-T16,10/14/2024,01/30/2025
S-63313,C-18945,DLR-6,PLN-S100,04/13/2024,
S-63314,C-18946,DLR-03,PLN-B40,02/19/2025,09/28/2025
S-63315,C-18947,DLR-7,PLN-S100,05/27/2024,
S-63316,C-18948,DLR-09,PLN-S100,08/22/2025,
S-63317,C-18949,DLR-09,PLN-S200,06/23/2023,06/27/2025
S-63318,C-18949,DLR-05,PLN-S100,05/05/2024,
S-63319,C-18949,DLR-03,PLN-U69,12/03/2023,
S-63320,C-18950,DLR-03,PLN-S100,01/22/2025,
S-63321,C-18951,DLR-07,PLN-B40,12/10/2025,
S-63322,C-18952,DLR-01 ,PLN-S200,02/15/2025,
S-63323,C-18953,DLR-07,PLN-S200,12/30/2022,08/15/2023
S-63324,C-18954,DLR-03,PLN-UMAX,02/09/2025,05/06/2025
S-63325,C-18955,DLR-03 ,PLN-S300,02/14/2025,
S-63326,C-18955,DLR-07,PLN-S100,07/04/2025,
S-63327,C-18956,DLR-08 ,PLN-T19,12/12/2025,
S-63328,C-18957,DLR-02,PLN-YTH,02/18/2021,10/07/2023
S-63329,C-18958,DLR-09,PLN-S300,09/27/2021,10/02/2021
S-63330,C-18959,DLR-03,PLN-S100,07/19/2024,
S-63331,C-18960,DLR-01,PLN-T02,11/14/2024,
S-63332,C-18960,DLR-08,PLN-S100,12/28/2025,
S-63333,C-18961,DLR-02,PLN-YTH,03/06/2022,04/16/2023
S-63334,C-18961,DLR-08,PLN-T18,12/02/2022,12/13/2023
S-63335,C-18962,DLR-04,PLN-FAM,04/05/2023,
S-63336,C-18962,DLR-09,PLN-S200,05/23/2024,
S-63337,C-18963,dlr-07,PLN-YTH,08/17/2022,05/17/2025
S-63338,C-18964,DLR-03 ,PLN-S200,12/15/2022,09/04/2023
S-63339,C-18965,dlr-09,PLN-YTH,03/15/2025,
S-63340,C-18966,DLR-01,PLN-B60,12/28/2022,05/04/2025
S-63341,C-18966,DLR-02,PLN-U69,01/19/2023,05/07/2025
S-63342,C-18966,DLR-06,PLN-S100,06/23/2024,
S-63343,C-18966,DLR-04,PLN-S100,05/02/2023,
S-63344,C-18967,dlr-09,PLN-YTH,03/28/2023,08/16/2023
S-63345,C-18968,DLR-03,PLN-S100,01/06/2025,
S-63346,C-18968,DLR-09,PLN-S100,12/20/2025,
S-63347,C-18969,DLR-07,PLN-T22,01/05/2021,03/20/2021
S-63348,C-18970,DLR-03,PLN-T18,08/18/2022,
S-63349,C-18971,DLR-05,PLN-UMAX,12/17/2022,
S-63350,C-18971,DLR-01,PLN-UMAX,01/28/2023,12/24/2024
S-63351,C-18972,DLR-06,PLN-UMAX,12/07/2025,
S-63352,C-18973,DLR-03,PLN-S100,04/05/2025,
S-63353,C-18974,DLR-05,PLN-S100,02/10/2022,07/12/2024
S-63354,C-18974,DLR-05,PLN-S300,05/02/2022,01/28/2025
S-63355,C-18975,DLR-01,PLN-UMAX,08/14/2024,
S-63356,C-18975,DLR-09,PLN-UMAX,08/30/2025,
S-63357,C-18975,DLR-09,PLN-S200,05/14/2025,
S-63358,C-18976,DLR-09,PLN-T08,09/16/2022,
S-63359,C-18976,DLR-05 ,PLN-U69,08/15/2023,
S-63360,C-18976,DLR-09,PLN-B60,03/07/2023,
S-63361,C-18976,DLR-05,PLN-S100,04/27/2023,
S-63362,C-18977,dlr-03,PLN-FAM,10/22/2022,
S-63363,C-18978,DLR-05,PLN-UMAX,04/19/2024,
S-63364,C-18979,DLR-04,PLN-B60,01/12/2024,12/25/2025
S-63365,C-18980,dlr-05,PLN-S200,07/26/2023,
S-63366,C-18981,DLR-10,PLN-T19,07/13/2025,
S-63367,C-18982,DLR-08,PLN-S100,07/04/2025,
S-63368,C-18982,DLR-02,PLN-S100,12/31/2025,
S-63369,C-18983,DLR-10,PLN-S200,04/20/2024,
S-63370,C-18984,DLR-02 ,PLN-S200,07/18/2024,
S-63371,C-18985,DLR-03,PLN-T02,10/07/2025,
S-63372,C-18986,DLR-08,PLN-U69,10/18/2021,
S-63373,C-18986,DLR-08,PLN-T10,04/06/2022,05/21/2022
S-63374,C-18987,DLR-01,PLN-S200,03/31/2022,09/14/2022
S-63375,C-18988,DLR-03,PLN-FAM,02/11/2025,10/20/2025
S-63376,C-18989,DLR-03,PLN-S200,04/01/2025,09/24/2025
S-63377,C-18989,DLR-06,PLN-SNR,05/22/2025,
S-63378,C-18990,dlr-09,PLN-S100,11/17/2023,03/16/2024
S-63379,C-18991,DLR-04,PLN-S300,04/10/2025,
S-63380,C-18991,DLR-07,PLN-SNR,11/04/2025,
S-63381,C-18992,DLR-01,PLN-SNR,06/04/2024,
S-63382,C-18993,DLR-09 ,PLN-UMAX,05/24/2022,04/10/2023
S-63383,C-18994,DLR-07,PLN-S200,04/21/2023,01/20/2025
S-63384,C-18995,DLR-09,PLN-U69,06/10/2024,11/23/2024
S-63385,C-18996,DLR-05,PLN-T21,02/29/2024,
S-63386,C-18996,dlr-01,PLN-B40,08/05/2024,
S-63387,C-18997,DLR-09,PLN-B60,05/21/2025,09/09/2025
S-63388,C-18998,DLR-01,PLN-T08,05/23/2022,06/12/2023
S-63389,C-18998,DLR-09,PLN-SNR,10/20/2023,
S-63390,C-18998,DLR-04 ,PLN-T10,03/18/2023,
S-63391,C-18999,DLR-06,PLN-SNR,02/01/2025,
S-63392,C-19000,DLR-07,PLN-UMAX,06/07/2022,08/09/2024
S-63393,C-19001,DLR-08,PLN-YTH,05/05/2022,12/10/2024
S-63394,C-19002,DLR-03,PLN-YTH,10/19/2023,
S-63395,C-19003,DLR-01,PLN-FAM,08/10/2021,01/30/2022
S-63396,C-19004,dlr-01,PLN-U69,09/21/2024,
S-63397,C-19005,DLR-06,PLN-T25,04/01/2021,05/04/2025
S-63398,C-19006,DLR-03,PLN-S100,05/22/2025,
S-63399,C-19007,DLR-06,PLN-S200,10/09/2021,04/05/2023
S-63400,C-19008,DLR-09,PLN-YTH,11/23/2025,
S-63401,C-19009,DLR-10,PLN-B60,05/03/2025,
S-63402,C-19009,DLR-06,PLN-S300,09/01/2025,
S-63403,C-19010,DLR-02,PLN-T04,11/19/2025,
S-63404,C-19011,DLR-02,PLN-S100,04/15/2022,10/23/2025
S-63405,C-19012,DLR-05,PLN-S300,04/13/2025,
S-63406,C-19013,DLR-9,PLN-U69,06/25/2023,
S-63407,C-19014,DLR-01,PLN-B40,04/15/2021,05/15/2022
S-63408,C-19015,DLR-03,PLN-T15,02/23/2022,
S-63409,C-19015,DLR-07,PLN-T04,07/07/2022,
S-63410,C-19016,DLR-6,PLN-T09,03/29/2022,05/20/2023
S-63411,C-19017,DLR-01,PLN-SNR,11/21/2023,
S-63412,C-19018,DLR-02,PLN-T04,10/24/2022,06/13/2024
S-63413,C-19019,DLR-03,PLN-B40,11/21/2021,
S-63414,C-19020,DLR-05,PLN-T13,06/25/2024,12/26/2024
S-63415,C-19021,DLR-03,PLN-FAM,08/01/2021,03/22/2022
S-63416,C-19022,DLR-08,PLN-UMAX,01/01/2022,03/21/2023
S-63417,C-19023,DLR-03 ,PLN-UMAX,06/21/2023,
S-63418,C-19024,DLR-02,PLN-UMAX,06/16/2022,11/14/2022
S-63419,C-19025,DLR-03,PLN-S100,07/24/2024,09/20/2025
S-63420,C-19026,DLR-05,PLN-S200,03/28/2024,09/23/2024
S-63421,C-19027,DLR-03,PLN-S100,04/26/2025,09/11/2025
S-63422,C-19028,DLR-02,PLN-YTH,04/09/2025,
S-63423,C-19029,DLR-05,PLN-UMAX,10/27/2023,
S-63424,C-19029,DLR-10,PLN-B40,03/20/2024,01/21/2025
S-63425,C-19030,DLR-01,PLN-FAM,12/07/2024,
S-63426,C-19031,DLR-08,PLN-S100,09/10/2025,
S-63427,C-19032,DLR-04,PLN-T20,04/17/2021,05/26/2022
S-63428,C-19033,dlr-06,PLN-S200,11/30/2022,12/29/2025
S-63429,C-19033,DLR-09,PLN-UMAX,02/21/2024,07/03/2024
S-63430,C-19034,DLR-03,PLN-T11,06/06/2025,
S-63431,C-19035,DLR-09,PLN-S100,02/04/2022,11/17/2022
S-63432,C-19035,DLR-01,PLN-UMAX,10/21/2022,06/02/2025
S-63433,C-19036,DLR-01,PLN-S200,04/05/2023,03/18/2024
S-63434,C-19037,DLR-09,PLN-T05,07/15/2024,
S-63435,C-19038,DLR-02,PLN-S100,01/16/2025,
S-63436,C-19039,DLR-08,PLN-UMAX,07/22/2023,
S-63437,C-19040,DLR-03,PLN-S200,03/17/2025,
S-63438,C-19041,DLR-03,PLN-U69,09/19/2024,01/23/2025
S-63439,C-19042,DLR-08,PLN-U69,10/01/2022,08/26/2024
S-63440,C-19043,DLR-09,PLN-UMAX,12/11/2023,08/31/2024
S-63441,C-19044,DLR-01,PLN-S100,11/05/2023,05/29/2025
S-63442,C-19044,dlr-01,PLN-S100,05/27/2024,
S-63443,C-19044,DLR-09,PLN-S200,02/26/2024,
S-63444,C-19045,DLR-07,PLN-T09,03/02/2023,06/20/2025
S-63445,C-19045,DLR-04,PLN-B60,08/03/2023,
S-63446,C-19046,DLR-03,PLN-S100,06/01/2021,08/28/2023
S-63447,C-19047,DLR-06,PLN-UMAX,12/30/2023,
S-63448,C-19048,DLR-03,PLN-YTH,02/20/2023,05/20/2023
S-63449,C-19048,DLR-01,PLN-S100,04/30/2023,08/21/2023
S-63450,C-19049,DLR-1,PLN-U69,09/09/2025,
S-63451,C-19050,DLR-04,PLN-S200,08/17/2023,
S-63452,C-19051,DLR-09,PLN-B40,05/17/2024,02/21/2025
S-63453,C-19052,DLR-07,PLN-U69,06/06/2022,06/04/2023
S-63454,C-19053,DLR-10,PLN-S200,10/25/2024,11/04/2024
S-63455,C-19053,DLR-05,PLN-S300,07/15/2025,
S-63456,C-19053,DLR-4,PLN-B60,01/12/2025,
S-63457,C-19054,DLR-09,PLN-S200,07/19/2025,
S-63458,C-19055,DLR-10,PLN-S200,09/18/2021,05/12/2022
S-63459,C-19056,DLR-09,PLN-B40,02/07/2021,10/27/2025
S-63460,C-19057,DLR-07,PLN-S100,03/16/2025,
S-63461,C-19058,DLR-04,PLN-SNR,02/09/2024,
S-63462,C-19058,DLR-02,PLN-T24,05/05/2024,07/11/2025
S-63463,C-19058,DLR-03,PLN-SNR,02/11/2025,
S-63464,C-19058,dlr-04,PLN-YTH,10/30/2024,
S-63465,C-19059,DLR-09,PLN-S100,10/25/2024,
S-63466,C-19060,DLR-02,PLN-B60,01/22/2023,
S-63467,C-19061,DLR-09,PLN-UMAX,07/06/2024,
S-63468,C-19061,DLR-01 ,PLN-YTH,10/18/2025,
S-63469,C-19062,DLR-03,PLN-S200,11/28/2023,01/14/2024
S-63470,C-19062,DLR-01,PLN-S200,08/17/2024,
S-63471,C-19063,DLR-09,PLN-S100,10/17/2025,
S-63472,C-19064,DLR-01,PLN-S200,12/13/2024,
S-63473,C-19064,DLR-09,PLN-T15,09/07/2025,
S-63474,C-19065,DLR-09,PLN-YTH,12/20/2025,
S-63475,C-19066,DLR-04,PLN-B60,04/20/2024,06/10/2025
S-63476,C-19066,DLR-01,PLN-T14,10/02/2025,
S-63477,C-19067,DLR-06,PLN-UMAX,12/28/2024,
S-63478,C-19067,DLR-06,PLN-T05,02/21/2025,
S-63479,C-19068,DLR-08,PLN-SNR,12/17/2025,
S-63480,C-19069,DLR-05,PLN-YTH,10/30/2024,
S-63481,C-19070,DLR-03,PLN-T05,02/10/2025,09/15/2025
S-63482,C-19070,DLR-10,PLN-UMAX,09/28/2025,
S-63483,C-19071,DLR-09,PLN-YTH,03/30/2025,06/03/2025
S-63484,C-19072,DLR-04,PLN-S300,12/04/2024,
S-63485,C-19073,DLR-04,PLN-UMAX,09/28/2022,
S-63486,C-19073,DLR-05,PLN-B40,07/22/2023,
S-63487,C-19073,DLR-01,PLN-S200,06/05/2023,
S-63488,C-19073,DLR-02,PLN-T19,07/26/2023,
S-63489,C-19074,DLR-10,PLN-S300,09/10/2024,
S-63490,C-19075,DLR-3,PLN-T02,03/17/2022,05/25/2025
S-63491,C-19076,DLR-08,PLN-FAM,11/15/2025,
S-63492,C-19077,DLR-02,PLN-S100,12/26/2021,10/28/2025
S-63493,C-19078,DLR-07,PLN-T20,03/20/2022,
S-63494,C-19078,DLR-04,PLN-U69,08/02/2022,07/17/2025
S-63495,C-19078,DLR-03,PLN-UMAX,05/28/2022,
S-63496,C-19078,DLR-08,PLN-SNR,06/14/2022,
S-63497,C-19079,DLR-02,PLN-YTH,09/29/2021,04/17/2025
S-63498,C-19080,DLR-01,PLN-T14,04/11/2025,
S-63499,C-19081,DLR-02,PLN-S100,05/25/2023,09/29/2024
S-63500,C-19082,DLR-04,PLN-S100,02/20/2022,
S-63501,C-19082,DLR-01,PLN-S300,07/23/2022,
S-63502,C-19083,DLR-01,PLN-T21,07/28/2022,
S-63503,C-19083,DLR-06,PLN-U69,05/01/2023,
S-63504,C-19084,DLR-05,PLN-S100,06/07/2024,11/25/2024
S-63505,C-19085,DLR-03,PLN-S100,04/27/2025,
S-63506,C-19085,DLR-03,PLN-YTH,09/25/2025,
S-63507,C-19086,DLR-04,PLN-SNR,05/15/2024,07/11/2025
S-63508,C-19087,dlr-01,PLN-UMAX,08/29/2021,
S-63509,C-19088,DLR-03,PLN-S200,06/21/2025,
S-63510,C-19089,DLR-05,PLN-B60,10/22/2021,03/17/2024
S-63511,C-19089,DLR-09,PLN-S300,06/22/2022,07/30/2022
S-63512,C-19090,DLR-09 ,PLN-UMAX,02/06/2024,
S-63513,C-19091,DLR-04,PLN-T05,08/23/2024,04/23/2025
S-63514,C-19091,DLR-07,PLN-SNR,10/02/2025,
S-63515,C-19092,DLR-09,PLN-U69,08/25/2025,
S-63516,C-19093,DLR-04,PLN-S100,01/27/2025,
S-63517,C-19093,DLR-09,PLN-S200,10/16/2025,
S-63518,C-19094,DLR-09,PLN-S200,05/19/2023,11/02/2023
S-63519,C-19095,DLR-06,PLN-SNR,09/18/2023,
S-63520,C-19095,DLR-01,PLN-B40,09/02/2024,
S-63521,C-19095,DLR-04,PLN-T10,02/17/2025,
S-63522,C-19096,DLR-01,PLN-FAM,05/27/2021,03/17/2022
S-63523,C-19097,DLR-04,PLN-T25,10/16/2022,04/15/2023
S-63524,C-19097,DLR-06,PLN-UMAX,05/22/2023,
S-63525,C-19098,DLR-03,PLN-T21,03/23/2025,
S-63526,C-19098,DLR-08,PLN-T08,09/02/2025,
S-63527,C-19098,DLR-10,PLN-T01,05/20/2025,
S-63528,C-19099,DLR-02,PLN-UMAX,03/22/2024,
S-63529,C-19100,DLR-06,PLN-S200,08/30/2024,
S-63530,C-19101,DLR-09,PLN-B40,05/30/2022,11/27/2022
S-63531,C-19102,DLR-10,PLN-S100,01/17/2024,
S-63532,C-19103,DLR-01,PLN-B60,12/08/2025,
S-63533,C-19104,DLR-01,PLN-T10,05/13/2023,09/08/2023
S-63534,C-19105,DLR-05,PLN-YTH,10/06/2024,11/21/2024
S-63535,C-19105,DLR-08,PLN-YTH,11/24/2025,
S-63536,C-19105,DLR-01,PLN-T09,04/02/2025,
S-63537,C-19106,DLR-02,PLN-S100,01/27/2023,
S-63538,C-19107,DLR-01,PLN-YTH,04/11/2022,04/05/2023
S-63539,C-19107,DLR-01,PLN-S100,02/21/2023,03/31/2023
S-63540,C-19108,DLR-03,PLN-T19,04/21/2025,
S-63541,C-19109,DLR-04,PLN-S300,09/22/2025,
S-63542,C-19110,DLR-01,PLN-UMAX,10/24/2023,
S-63543,C-19111,DLR-02,PLN-YTH,04/19/2024,
S-63544,C-19112,DLR-10,PLN-FAM,12/21/2024,
S-63545,C-19113,DLR-10,PLN-B60,09/11/2024,04/04/2025
S-63546,C-19113,DLR-06,PLN-T04,10/23/2024,
S-63547,C-19114,DLR-03,PLN-T16,05/17/2022,
S-63548,C-19115,DLR-08,PLN-B40,05/30/2022,
S-63549,C-19115,DLR-10,PLN-S200,04/13/2023,
S-63550,C-19116,DLR-05,PLN-T03,08/14/2022,
S-63551,C-19117,DLR-10,PLN-UMAX,05/19/2025,10/25/2025
S-63552,C-19118,DLR-03,PLN-T02,01/31/2025,
S-63553,C-19119,DLR-1,PLN-YTH,12/12/2021,
S-63554,C-19120,DLR-09,PLN-UMAX,06/14/2024,
S-63555,C-19121,DLR-06,PLN-UMAX,05/15/2025,
S-63556,C-19122,DLR-01,PLN-S200,05/14/2022,01/23/2024
S-63557,C-19122,DLR-03,PLN-S100,06/25/2023,
S-63558,C-19123,DLR-02,PLN-B60,11/22/2025,
S-63559,C-19124,DLR-07,PLN-T01,07/26/2025,11/25/2025
S-63560,C-19124,DLR-07,PLN-FAM,11/20/2025,
S-63561,C-19125,DLR-02,PLN-S100,04/24/2025,
S-63562,C-19126,DLR-03,PLN-T09,06/24/2024,
S-63563,C-19127,DLR-06 ,PLN-S200,11/21/2023,
S-63564,C-19127,DLR-06,PLN-S200,04/03/2025,
S-63565,C-19127,DLR-09,PLN-T20,03/16/2024,
S-63566,C-19127,DLR-03,PLN-S200,03/11/2024,
S-63567,C-19127,DLR-03,PLN-SNR,02/01/2025,
S-63568,C-19128,DLR-03,PLN-UMAX,04/29/2025,
S-63569,C-19129,dlr-01,PLN-S200,10/15/2022,07/15/2024
S-63570,C-19130,DLR-08,PLN-SNR,05/27/2024,12/09/2024
S-63571,C-19131,DLR-01,PLN-B40,02/07/2022,
S-63572,C-19131,DLR-03 ,PLN-T04,12/22/2022,11/28/2023
S-63573,C-19131,DLR-08,PLN-B60,04/04/2023,
S-63574,C-19131,DLR-05,PLN-T06,05/06/2022,
S-63575,C-19132,DLR-01,PLN-B60,11/04/2025,
S-63576,C-19133,DLR-05,PLN-S200,07/04/2024,
S-63577,C-19134,DLR-09,PLN-YTH,10/11/2024,
S-63578,C-19135,DLR-09,PLN-T12,09/13/2023,
S-63579,C-19136,DLR-03 ,PLN-S100,07/26/2023,
S-63580,C-19136,DLR-08 ,PLN-T21,01/06/2025,
S-63581,C-19136,DLR-01,PLN-B40,03/26/2024,07/03/2024
S-63582,C-19137,DLR-01,PLN-S200,06/19/2023,
S-63583,C-19138,DLR-05,PLN-UMAX,02/13/2023,
S-63584,C-19138,dlr-09,PLN-UMAX,07/15/2024,
S-63585,C-19138,DLR-09,PLN-SNR,05/04/2024,
S-63586,C-19139,DLR-09,PLN-S200,10/06/2021,10/05/2023
S-63587,C-19139,DLR-06,PLN-FAM,02/09/2022,
S-63588,C-19140,DLR-01,PLN-FAM,04/30/2022,12/28/2024
S-63589,C-19141,DLR-10,PLN-B60,08/10/2023,
S-63590,C-19141,DLR-03,PLN-FAM,02/03/2025,08/19/2025
S-63591,C-19141,DLR-09,PLN-T01,12/16/2023,08/30/2024
S-63592,C-19142,DLR-03,PLN-FAM,03/30/2025,
S-63593,C-19142,DLR-07,PLN-T01,08/12/2025,
S-63594,C-19143,dlr-01,PLN-S100,02/27/2025,
S-63595,C-19144,DLR-01,PLN-YTH,01/27/2024,06/10/2024
S-63596,C-19144,DLR-03,PLN-S100,03/28/2025,08/30/2025
S-63597,C-19145,DLR-03,PLN-S100,12/30/2023,03/03/2024
S-63598,C-19145,DLR-01,PLN-T02,03/11/2024,05/27/2025
S-63599,C-19146,DLR-09,PLN-YTH,08/12/2025,
S-63600,C-19147,DLR-03,PLN-T07,06/11/2025,
S-63601,C-19148,DLR-09 ,PLN-UMAX,12/28/2022,05/28/2023
S-63602,C-19149,DLR-09,PLN-YTH,08/30/2025,
S-63603,C-19150,DLR-10,PLN-S200,06/17/2025,
S-63604,C-19151,DLR-09,PLN-B60,02/02/2025,04/22/2025
S-63605,C-19152,DLR-03,PLN-FAM,01/15/2025,06/05/2025
S-63606,C-19153,dlr-05,PLN-T09,07/30/2023,
S-63607,C-19153,DLR-06,PLN-UMAX,06/07/2024,03/06/2025
S-63608,C-19153,DLR-10,PLN-UMAX,03/03/2024,
S-63609,C-19154,DLR-01,PLN-FAM,10/29/2025,
S-63610,C-19155,DLR-07,PLN-UMAX,02/22/2023,
S-63611,C-19155,DLR-03,PLN-U69,09/26/2023,02/02/2024
S-63612,C-19156,DLR-10,PLN-T12,09/13/2021,12/25/2022
S-63613,C-19156,DLR-02,PLN-B40,03/26/2023,
S-63614,C-19157,DLR-01,PLN-YTH,12/30/2022,
S-63615,C-19158,DLR-03,PLN-S200,01/26/2025,03/08/2025
S-63616,C-19159,DLR-07,PLN-B60,11/19/2023,03/10/2024
S-63617,C-19160,DLR-04 ,PLN-S200,07/21/2025,09/14/2025
S-63618,C-19161,DLR-02,PLN-T17,02/07/2023,07/21/2023
S-63619,C-19162,DLR-09,PLN-B60,08/26/2022,02/05/2025
S-63620,C-19162,DLR-10,PLN-S100,11/15/2023,08/13/2025
S-63621,C-19163,DLR-01,PLN-YTH,11/09/2025,
S-63622,C-19164,DLR-09,PLN-S200,11/25/2022,01/05/2025
S-63623,C-19165,DLR-10,PLN-FAM,09/12/2023,
S-63624,C-19166,DLR-08,PLN-YTH,02/21/2024,
S-63625,C-19167,dlr-09,PLN-T06,12/18/2023,
S-63626,C-19168,DLR-10,PLN-S100,06/30/2021,11/29/2022
S-63627,C-19168,DLR-07,PLN-UMAX,07/02/2022,
S-63628,C-19169,DLR-03,PLN-T24,01/16/2021,09/17/2023
S-63629,C-19170,DLR-09,PLN-B40,01/22/2023,
S-63630,C-19170,DLR-01,PLN-S200,05/25/2024,11/21/2025
S-63631,C-19170,DLR-02,PLN-S300,08/11/2023,11/10/2025
S-63632,C-19170,DLR-07,PLN-T19,05/01/2023,
S-63633,C-19171,DLR-09,PLN-T08,08/28/2022,05/17/2023
S-63634,C-19171,DLR-08,PLN-T14,10/23/2022,06/10/2024
S-63635,C-19171,DLR-9,PLN-U69,10/04/2023,
